Source,Target,Weight,Type
Female_Gräfin Laßwitz_11,Female_Gräfin Laßwitz_1,7,undirected
Female_Gräfin Laßwitz_11,Female_Gräfin Laßwitz_6,5,undirected
Female_Gräfin Laßwitz_11,Male_Graf Marko Laßwitz_11,14,undirected
Female_Gräfin Laßwitz_11,Male_Graf Marko Laßwitz_7,1,undirected
Female_Gräfin Laßwitz_2,Female_Emma_2,8,undirected
Female_Gräfin Laßwitz_2,Female_Emma_5,16,undirected
Female_Gräfin Laßwitz_2,Female_Emma_9,1,undirected
Female_Gräfin Laßwitz_2,Female_Gräfin Laßwitz_9,10,undirected
Female_Gräfin Laßwitz_2,Male_Graf Rüdiger_2,2,undirected
Female_Gräfin Laßwitz_3,Female_Emma_1,20,undirected
Female_Gräfin Laßwitz_3,Female_Emma_10,9,undirected
Female_Gräfin Laßwitz_3,Female_Emma_3,6,undirected
Female_Gräfin Laßwitz_3,Female_Emma_8,3,undirected
Female_Gräfin Laßwitz_3,Male_Graf Marko Laßwitz_3,28,undirected
Female_Gräfin Laßwitz_3,Male_Graf Marko Laßwitz_5,8,undirected
Female_Gräfin Laßwitz_4,Female_Elise_11,2,undirected
Female_Gräfin Laßwitz_4,Female_Elise_4,12,undirected
Female_Gräfin Laßwitz_4,Female_Elise_8,5,undirected
Female_Gräfin Laßwitz_4,Female_Emma_9,1,undirected
Female_Gräfin Laßwitz_4,Male_Graf Marko Laßwitz_4,11,undirected
Female_Gräfin Laßwitz_4,Male_Graf Marko Laßwitz_7,1,undirected
Female_Gräfin Laßwitz_4,Male_Graf Rüdiger_3,3,undirected
Female_Gräfin Laßwitz_6,Female_Emma_1,2,undirected
Female_Gräfin Laßwitz_6,Female_Emma_5,4,undirected
Female_Gräfin Laßwitz_6,Female_Emma_8,1,undirected
Female_Gräfin Laßwitz_6,Female_Gräfin Laßwitz_11,5,undirected
Female_Gräfin Laßwitz_6,Male_Graf Marko Laßwitz_3,3,undirected
Female_Gräfin Laßwitz_6,Male_Graf Marko Laßwitz_5,20,undirected
Female_Gräfin Laßwitz_6,Male_Graf Marko Laßwitz_6,1,undirected
Female_Gräfin Laßwitz_6,Male_Graf Marko Laßwitz_8,8,undirected
Female_Gräfin Laßwitz_6,Male_Graf Rüdiger_2,4,undirected
Female_Gräfin Laßwitz_9,Female_Emma_9,11,undirected
Female_Gräfin Laßwitz_9,Female_Gräfin Laßwitz_2,10,undirected
Female_Gräfin Laßwitz_9,Male_Graf Marko Laßwitz_4,2,undirected
Female_Gräfin Laßwitz_9,Male_Graf Marko Laßwitz_5,1,undirected
Female_Gräfin Laßwitz_9,Male_Graf Marko Laßwitz_6,24,undirected
Female_Gräfin Laßwitz_9,Male_Graf Rüdiger_9,1,undirected
Male_Graf Marko Laßwitz_10,Female_Emma_10,14,undirected
Male_Graf Marko Laßwitz_10,Female_Emma_8,16,undirected
Male_Graf Marko Laßwitz_10,Male_Graf Marko Laßwitz_11,2,undirected
Male_Graf Marko Laßwitz_10,Male_Graf Marko Laßwitz_3,7,undirected
Male_Graf Marko Laßwitz_10,Male_Graf Marko Laßwitz_8,23,undirected
Male_Graf Marko Laßwitz_10,Male_Graf Rüdiger_2,12,undirected
Male_Graf Marko Laßwitz_11,Female_Emma_10,16,undirected
Male_Graf Marko Laßwitz_11,Female_Emma_8,2,undirected
Male_Graf Marko Laßwitz_11,Female_Gräfin Laßwitz_1,2,undirected
Male_Graf Marko Laßwitz_11,Female_Gräfin Laßwitz_11,14,undirected
Male_Graf Marko Laßwitz_11,Male_Graf Marko Laßwitz_10,2,undirected
Male_Graf Marko Laßwitz_11,Male_Graf Marko Laßwitz_5,3,undirected
Male_Graf Marko Laßwitz_11,Male_Graf Rüdiger_9,7,undirected
Male_Graf Marko Laßwitz_3,Female_Emma_1,3,undirected
Male_Graf Marko Laßwitz_3,Female_Emma_3,1,undirected
Male_Graf Marko Laßwitz_3,Female_Gräfin Laßwitz_1,7,undirected
Male_Graf Marko Laßwitz_3,Female_Gräfin Laßwitz_3,28,undirected
Male_Graf Marko Laßwitz_3,Female_Gräfin Laßwitz_6,3,undirected
Male_Graf Marko Laßwitz_3,Male_Graf Marko Laßwitz_10,7,undirected
Male_Graf Marko Laßwitz_3,Male_Graf Marko Laßwitz_6,1,undirected
Male_Graf Marko Laßwitz_3,Male_Graf Marko Laßwitz_8,20,undirected
Male_Graf Marko Laßwitz_3,Male_Graf Rüdiger_9,4,undirected
Male_Graf Marko Laßwitz_4,Female_Elise_11,18,undirected
Male_Graf Marko Laßwitz_4,Female_Elise_4,23,undirected
Male_Graf Marko Laßwitz_4,Female_Elise_8,21,undirected
Male_Graf Marko Laßwitz_4,Female_Emma_11,11,undirected
Male_Graf Marko Laßwitz_4,Female_Emma_6,12,undirected
Male_Graf Marko Laßwitz_4,Female_Emma_9,7,undirected
Male_Graf Marko Laßwitz_4,Female_Gräfin Laßwitz_4,11,undirected
Male_Graf Marko Laßwitz_4,Female_Gräfin Laßwitz_9,2,undirected
Male_Graf Marko Laßwitz_4,Male_Graf Marko Laßwitz_4,4,undirected
Male_Graf Marko Laßwitz_4,Male_Graf Marko Laßwitz_6,2,undirected
Male_Graf Marko Laßwitz_4,Male_Graf Marko Laßwitz_7,8,undirected
Male_Graf Marko Laßwitz_5,Female_Emma_1,1,undirected
Male_Graf Marko Laßwitz_5,Female_Emma_3,12,undirected
Male_Graf Marko Laßwitz_5,Female_Emma_5,23,undirected
Male_Graf Marko Laßwitz_5,Female_Gräfin Laßwitz_3,8,undirected
Male_Graf Marko Laßwitz_5,Female_Gräfin Laßwitz_6,20,undirected
Male_Graf Marko Laßwitz_5,Female_Gräfin Laßwitz_9,1,undirected
Male_Graf Marko Laßwitz_5,Male_Graf Marko Laßwitz_11,3,undirected
Male_Graf Marko Laßwitz_6,Female_Emma_6,1,undirected
Male_Graf Marko Laßwitz_6,Female_Emma_9,23,undirected
Male_Graf Marko Laßwitz_6,Female_Gräfin Laßwitz_6,1,undirected
Male_Graf Marko Laßwitz_6,Female_Gräfin Laßwitz_9,24,undirected
Male_Graf Marko Laßwitz_6,Male_Graf Marko Laßwitz_3,1,undirected
Male_Graf Marko Laßwitz_6,Male_Graf Marko Laßwitz_4,2,undirected
Male_Graf Marko Laßwitz_7,Female_Elise_4,2,undirected
Male_Graf Marko Laßwitz_7,Female_Emma_11,1,undirected
Male_Graf Marko Laßwitz_7,Female_Gräfin Laßwitz_11,1,undirected
Male_Graf Marko Laßwitz_7,Female_Gräfin Laßwitz_4,1,undirected
Male_Graf Marko Laßwitz_7,Male_Graf Marko Laßwitz_4,8,undirected
Male_Graf Marko Laßwitz_7,Male_Graf Rüdiger_2,2,undirected
Male_Graf Marko Laßwitz_7,Male_Graf Rüdiger_3,30,undirected
Male_Graf Marko Laßwitz_8,Female_Emma_1,18,undirected
Male_Graf Marko Laßwitz_8,Female_Emma_10,2,undirected
Male_Graf Marko Laßwitz_8,Female_Emma_2,1,undirected
Male_Graf Marko Laßwitz_8,Female_Emma_3,2,undirected
Male_Graf Marko Laßwitz_8,Female_Emma_8,6,undirected
Male_Graf Marko Laßwitz_8,Female_Gräfin Laßwitz_1,6,undirected
Male_Graf Marko Laßwitz_8,Female_Gräfin Laßwitz_6,8,undirected
Male_Graf Marko Laßwitz_8,Male_Graf Marko Laßwitz_10,23,undirected
Male_Graf Marko Laßwitz_8,Male_Graf Marko Laßwitz_3,20,undirected
Male_Graf Marko Laßwitz_8,Male_Graf Rüdiger_2,2,undirected
Male_Graf Marko Laßwitz_8,Male_Graf Rüdiger_9,5,undirected
Male_Graf Rüdiger_2,Female_Emma_1,7,undirected
Male_Graf Rüdiger_2,Female_Emma_2,18,undirected
Male_Graf Rüdiger_2,Female_Gräfin Laßwitz_2,2,undirected
Male_Graf Rüdiger_2,Female_Gräfin Laßwitz_6,4,undirected
Male_Graf Rüdiger_2,Male_Graf Marko Laßwitz_10,12,undirected
Male_Graf Rüdiger_2,Male_Graf Marko Laßwitz_7,2,undirected
Male_Graf Rüdiger_2,Male_Graf Marko Laßwitz_8,2,undirected
Male_Graf Rüdiger_2,Male_Graf Rüdiger_3,1,undirected
Male_Graf Rüdiger_2,Male_Graf Rüdiger_9,7,undirected
Male_Graf Rüdiger_3,Female_Emma_10,2,undirected
Male_Graf Rüdiger_3,Female_Emma_11,9,undirected
Male_Graf Rüdiger_3,Female_Gräfin Laßwitz_4,3,undirected
Male_Graf Rüdiger_3,Male_Graf Marko Laßwitz_7,30,undirected
Male_Graf Rüdiger_3,Male_Graf Rüdiger_2,1,undirected
Male_Graf Rüdiger_9,Female_Emma_10,2,undirected
Male_Graf Rüdiger_9,Female_Emma_2,8,undirected
Male_Graf Rüdiger_9,Female_Gräfin Laßwitz_9,1,undirected
Male_Graf Rüdiger_9,Male_Graf Marko Laßwitz_11,7,undirected
Male_Graf Rüdiger_9,Male_Graf Marko Laßwitz_3,4,undirected
Male_Graf Rüdiger_9,Male_Graf Marko Laßwitz_8,5,undirected
Male_Graf Rüdiger_9,Male_Graf Rüdiger_2,7,undirected
