Source,Target,Weight,Type
Male_Graf Marko Laßwitz_10,Male_Graf Marko Laßwitz_8,5,undirected
Male_Graf Marko Laßwitz_10,Male_Graf Rüdiger_2,3,undirected
Male_Graf Marko Laßwitz_11,Female_Emma_10,3,undirected
Male_Graf Marko Laßwitz_11,Female_Gräfin Laßwitz_1,1,undirected
Male_Graf Marko Laßwitz_11,Male_Graf Marko Laßwitz_10,2,undirected
Male_Graf Marko Laßwitz_3,Female_Emma_1,2,undirected
Male_Graf Marko Laßwitz_3,Female_Gräfin Laßwitz_3,4,undirected
Male_Graf Marko Laßwitz_3,Female_Gräfin Laßwitz_6,3,undirected
Male_Graf Marko Laßwitz_3,Male_Graf Marko Laßwitz_10,2,undirected
Male_Graf Marko Laßwitz_3,Male_Graf Marko Laßwitz_6,1,undirected
Male_Graf Marko Laßwitz_3,Male_Graf Marko Laßwitz_8,6,undirected
Male_Graf Marko Laßwitz_3,Male_Graf Rüdiger_9,4,undirected
Male_Graf Marko Laßwitz_4,Female_Elise_11,2,undirected
Male_Graf Marko Laßwitz_4,Female_Elise_4,2,undirected
Male_Graf Marko Laßwitz_4,Female_Elise_8,5,undirected
Male_Graf Marko Laßwitz_4,Female_Emma_11,1,undirected
Male_Graf Marko Laßwitz_4,Female_Emma_6,1,undirected
Male_Graf Marko Laßwitz_4,Female_Emma_9,1,undirected
Male_Graf Marko Laßwitz_4,Female_Gräfin Laßwitz_4,1,undirected
Male_Graf Marko Laßwitz_4,Male_Graf Marko Laßwitz_4,4,undirected
Male_Graf Marko Laßwitz_5,Female_Emma_1,1,undirected
Male_Graf Marko Laßwitz_5,Female_Emma_3,5,undirected
Male_Graf Marko Laßwitz_5,Female_Emma_5,4,undirected
Male_Graf Marko Laßwitz_5,Female_Gräfin Laßwitz_3,1,undirected
Male_Graf Marko Laßwitz_6,Female_Emma_9,2,undirected
Male_Graf Marko Laßwitz_6,Female_Gräfin Laßwitz_9,4,undirected
Male_Graf Marko Laßwitz_6,Male_Graf Marko Laßwitz_3,1,undirected
Male_Graf Marko Laßwitz_7,Female_Gräfin Laßwitz_11,1,undirected
Male_Graf Marko Laßwitz_7,Male_Graf Rüdiger_2,2,undirected
Male_Graf Marko Laßwitz_7,Male_Graf Rüdiger_3,6,undirected
Male_Graf Marko Laßwitz_8,Female_Emma_3,1,undirected
Male_Graf Marko Laßwitz_8,Male_Graf Marko Laßwitz_10,5,undirected
Male_Graf Marko Laßwitz_8,Male_Graf Marko Laßwitz_3,6,undirected
Male_Graf Marko Laßwitz_8,Male_Graf Rüdiger_9,3,undirected
Male_Graf Rüdiger_2,Female_Emma_2,1,undirected
Male_Graf Rüdiger_2,Female_Gräfin Laßwitz_6,4,undirected
Male_Graf Rüdiger_2,Male_Graf Marko Laßwitz_10,3,undirected
Male_Graf Rüdiger_2,Male_Graf Marko Laßwitz_7,2,undirected
Male_Graf Rüdiger_3,Female_Emma_10,2,undirected
Male_Graf Rüdiger_3,Female_Emma_11,1,undirected
Male_Graf Rüdiger_3,Male_Graf Marko Laßwitz_7,6,undirected
Male_Graf Rüdiger_9,Female_Emma_2,1,undirected
Male_Graf Rüdiger_9,Male_Graf Marko Laßwitz_3,4,undirected
Male_Graf Rüdiger_9,Male_Graf Marko Laßwitz_8,3,undirected
