Source,Target,Weight,Type
Male_Girolamo Bembo_3,Male_Anselmo Barbadico_3,1,undirected
Male_Girolamo Bembo_3,Male_Domenico Maripetro_4,4,undirected
Male_Girolamo Bembo_3,Male_Girolamo Bembo_4,6,undirected
Male_Girolamo Bembo_4,Female_Isotta_4,3,undirected
Male_Girolamo Bembo_4,Male_Anselmo Barbadico_2,2,undirected
Male_Girolamo Bembo_4,Male_Girolamo Bembo_3,6,undirected
Male_Girolamo Bembo_4,Male_Nicolo Foscari_1,1,undirected
Male_Nicolo Foscari_1,Female_Lucia_1,2,undirected
Male_Nicolo Foscari_1,Female_Lucia_2,2,undirected
Male_Nicolo Foscari_1,Male_Anselmo Barbadico_1,6,undirected
Male_Nicolo Foscari_1,Male_Anselmo Barbadico_2,1,undirected
Male_Nicolo Foscari_1,Male_Anselmo Barbadico_4,2,undirected
Male_Nicolo Foscari_1,Male_Girolamo Bembo_4,1,undirected
Male_Nicolo Foscari_2,Female_Isotta_2,2,undirected
Male_Nicolo Foscari_2,Female_Lucia_1,2,undirected
Male_Nicolo Foscari_2,Male_Anselmo Barbadico_3,1,undirected
Male_Nicolo Foscari_2,Male_Nicolo Foscari_4,6,undirected
Male_Nicolo Foscari_3,Female_Lucia_2,4,undirected
Male_Nicolo Foscari_3,Male_Domenico Maripetro_2,2,undirected
Male_Nicolo Foscari_3,Male_Orso_3,1,undirected
Male_Nicolo Foscari_4,Female_Lucia_4,1,undirected
Male_Nicolo Foscari_4,Male_Anselmo Barbadico_3,2,undirected
Male_Nicolo Foscari_4,Male_Nicolo Foscari_2,6,undirected
Male_Orso_2,Male_Der Doge (Foscari)_3,5,undirected
Male_Orso_2,Male_Der Doge (Foscari)_4,4,undirected
Male_Orso_2,Male_Domenico Maripetro_2,6,undirected
Male_Orso_3,Female_Ghismonda Mora_4,1,undirected
Male_Orso_3,Female_Isotta_2,1,undirected
Male_Orso_3,Male_Anselmo Barbadico_3,1,undirected
Male_Orso_3,Male_Der Doge (Foscari)_3,3,undirected
Male_Orso_3,Male_Domenico Maripetro_2,5,undirected
Male_Orso_3,Male_Nicolo Foscari_3,1,undirected
